CustomerID,Recency,Frequency,Monetary,Recency_Neglog,Frequency_Neglog,Monetary_Neglog,Recency_Scaled,Frequency_Scaled,Monetary_Scaled
12394,560,46,0.005285078,6.329720906,3.850147602,0.005271161,8.652787928,4.411361364,3.867843643
12395,500,142,0.076614293,6.216606101,4.96284463,0.073821203,9.778967958,5.613708892,4.478941526
12397,907,54,0.081793718,6.811244379,4.007333185,0.078620513,3.858701763,4.58121146,4.521725573
12399,509,62,0.029953302,6.234410726,4.143134726,0.029513463,9.601703693,4.727954593,4.083954665
12401,652,3,0.248061252,6.481577129,1.386294361,0.221591349,7.140895233,1.74899436,5.796256875
12402,693,21,0.164965563,6.542471961,3.091042453,0.152691527,6.534621429,3.591094772,5.18204084
12403,921,4,0.489222972,6.826545224,1.609437912,0.398254489,3.706365328,1.990116688,7.371142413
12405,1020,51,0.049354401,6.928537818,3.951243719,0.048175119,2.690918908,4.52060284,4.25031632
12406,509,151,0.032225141,6.234410726,5.023880521,0.031716803,9.601703693,5.679662471,4.103596613
12407,565,88,-0.045140573,6.338594078,4.48863637,-0.044151396,8.564445912,5.101293458,3.427260116
12408,507,163,0.056554047,6.230481448,5.099866428,0.055012713,9.6408239,5.761770597,4.311270904
12409,510,106,0.104061022,6.23636959,4.672828834,0.09899522,9.582201081,5.300326393,4.703358429
12410,634,44,-0.009666493,6.453624999,3.80666249,-0.009620071,7.419188876,4.364372637,3.735093906
12412,502,86,0.046263718,6.22059017,4.465908119,0.045225454,9.739302248,5.076733982,4.224021167
12413,611,51,0.08282124,6.416732283,3.951243719,0.079569895,7.786495708,4.52060284,4.530188953
12414,559,31,0.129074689,6.327936784,3.465735903,0.121398438,8.670550788,3.995977441,4.903074707
12415,503,829,0.049188362,6.222576268,6.721425701,0.048016877,9.719528498,7.513979629,4.248905649
12417,500,155,0.086054362,6.216606101,5.049856007,0.082551277,9.778967958,5.707730814,4.556766856
12418,984,33,0.03850921,6.892641641,3.526360525,0.037786233,3.048304114,4.061486616,4.157703301
12420,935,25,0.266383488,6.841615476,3.258096538,0.236165191,3.556324686,3.77160848,5.9261772
12421,500,54,0.088241486,6.216606101,4.007333185,0.084563077,9.778967958,4.58121146,4.574701301
12422,527,44,-0.048248511,6.269096284,3.80666249,-0.047120687,9.256371506,4.364372637,3.400790002
12423,496,122,-0.009485949,6.208590026,4.812184355,-0.00944124,9.858776641,5.450909851,3.736688119
12425,950,34,0.005161151,6.857514063,3.555348061,0.005147878,3.398037093,4.092809692,3.866744625
12426,1066,24,0.125847445,6.972606251,3.218875825,0.118536037,2.252170067,3.729227736,4.877557474
12427,883,6,-0.005232584,6.784457063,1.945910149,-0.005218942,4.12539842,2.353698644,3.774328322
12428,569,294,0.063611793,6.345636361,5.686975356,0.061670468,8.494332384,6.396183156,4.370622287
12429,508,105,0.077129782,6.232448017,4.663439094,0.074299895,9.621244582,5.290180117,4.48320888
12430,915,10,0.035575204,6.820016365,2.397895273,0.034957025,3.771367169,2.842100412,4.132481976
12431,497,981,0.269439258,6.210600077,6.889591308,0.238575274,9.838764413,7.695694415,5.947662184
12432,500,102,0.272765461,6.216606101,4.634728988,0.241192061,9.778967958,5.259156825,5.970989862
12433,496,1404,0.174072158,6.208590026,7.247792582,0.160478183,9.858776641,8.082756126,5.25145595
12434,503,67,0.207412725,6.222576268,4.219507705,0.188479826,9.719528498,4.810480977,5.501080087
12435,597,36,0.117100217,6.393590754,3.610917913,0.110736236,8.016894615,4.152856831,4.808025175
12436,971,15,0.130300689,6.879355804,2.772588722,0.122483694,3.180578966,3.246983081,4.912749352
12437,532,201,-0.011618829,6.278521424,5.308267697,-0.011551849,9.162534055,5.986962851,3.717872832
12438,886,91,0.121277661,6.787844982,4.521788577,0.114468804,4.091668021,5.137116754,4.841299622
12441,509,11,-0.037649382,6.234410726,2.48490665,-0.036957945,9.601703693,2.936122335,3.491387027
12442,875,11,0.037806736,6.775366091,2.48490665,0.037109579,4.215908861,2.936122335,4.151671182
12444,497,238,0.192074912,6.210600077,5.476463552,0.175695412,9.838764413,6.168710321,5.387111836
12445,894,3,0.328128442,6.796823718,1.386294361,0.283770765,4.002275009,1.74899436,6.350563012
12446,929,56,0.162736941,6.835184586,4.043051268,0.150776658,3.620351144,4.619807365,5.1649705
12447,569,22,-0.127278403,6.345636361,3.135494216,-0.119806234,8.494332384,3.639128033,2.752825646
12448,916,19,0.060609995,6.821107472,2.995732274,0.05884421,3.760504014,3.488105409,4.345427256
12449,894,130,0.062729206,6.796823718,4.875197323,0.060840322,4.002275009,5.518999802,4.363221847
12450,520,14,-0.07560277,6.255750042,2.708050201,-0.072881221,9.389247757,3.177244662,3.171144519
12451,546,436,0.058512748,6.304448802,6.079933195,0.056864855,8.904399006,6.820801784,4.327782054
12452,888,21,0.093321644,6.790097236,3.091042453,0.089220443,4.069244409,3.591094772,4.616219962
12453,1006,41,0.03467516,6.914730893,3.737669618,0.034087522,2.828381761,4.289820978,4.124730684
12454,925,19,0.386662066,6.830874235,2.995732274,0.326899468,3.663265348,3.488105409,6.735039202
12455,999,55,0.023947508,6.907755279,4.025351691,0.023665264,2.897831528,4.600681725,4.031820163
12456,582,155,0.088657128,6.368187186,5.049856007,0.084944944,8.269814564,5.707730814,4.578105502
12457,560,80,0.23741615,6.329720906,4.394449155,0.213025456,8.652787928,4.999517537,5.719895154
12458,943,38,0.125983509,6.850126166,3.663561646,0.118656884,3.47159158,4.209742094,4.878634778
12461,1026,33,0.178417312,6.93439721,3.526360525,0.164172277,2.632582336,4.061486616,5.284387414
12462,635,59,0.161114675,6.455198563,4.094344562,0.149380471,7.403522343,4.675233383,5.152524017
12463,512,98,0.203153477,6.240275845,4.59511985,0.184946008,9.543310095,5.216356361,5.46957742
12464,653,22,0.139903562,6.483107351,3.135494216,0.130943664,7.125660219,3.639128033,4.988166808
12465,521,72,0.01564187,6.257667588,4.290459441,0.015520797,9.370156515,4.887149326,3.959215299
12468,646,24,0.044555974,6.472346295,3.218875825,0.04359189,7.232798162,3.729227736,4.209458554
12471,497,2783,0.18070348,6.210600077,7.931644021,0.16611043,9.838764413,8.821705784,5.301665324
12472,505,343,0.120434879,6.226536669,5.840641657,0.113716895,9.680098428,6.56223042,4.83459663
12473,925,131,0.002875414,6.830874235,4.882801923,0.002871288,3.663265348,5.527217107,3.846449682
12474,503,490,0.046924816,6.222576268,6.196444128,0.045857121,9.719528498,6.946700055,4.229652235
12475,925,32,0.026634597,6.830874235,3.496507561,0.026286071,3.663265348,4.029228386,4.055183678
12476,504,167,0.149470862,6.224558429,5.123963979,0.139301717,9.699793943,5.787809699,5.06267571
12477,566,376,0.172589982,6.340359304,5.932245187,0.159214962,8.546871186,6.661214487,5.240194816
12478,875,29,0.111249275,6.775366091,3.401197382,0.105484856,4.215908861,3.926239023,4.761211097
12479,875,30,-0.021228824,6.775366091,3.433987204,-0.021006631,4.215908861,3.961670736,3.633587
12480,599,145,0.074091951,6.396929655,4.983606622,0.071475607,7.983652247,5.636143686,4.458031422
12481,497,231,0.074822968,6.210600077,5.446737372,0.072155967,9.838764413,6.136589089,4.464096571
12483,525,103,0.19546706,6.265301213,4.644390899,0.178536954,9.294155536,5.2695972,5.412443113
12484,502,317,0.018323038,6.22059017,5.762051383,0.018157194,9.739302248,6.477308091,3.982717793
12488,947,20,0.408168762,6.854354502,3.044522438,0.34229011,3.429493928,3.540826618,6.872240994
12489,664,15,0.278403352,6.499787041,2.772588722,0.245611918,6.959595901,3.246983081,6.01039123
12490,515,253,0.0726958,6.246106765,5.537334267,0.07017492,9.485256986,6.234485417,4.446436278
12491,910,22,0.010872242,6.814542897,3.135494216,0.010813564,3.825861447,3.639128033,3.917252086
12492,935,19,0.115304173,6.841615476,2.995732274,0.109127168,3.556324686,3.488105409,4.793680945
12493,503,31,0.151805268,6.222576268,3.465735903,0.141330509,9.719528498,3.995977441,5.080761636
12494,501,52,0.093540469,6.21860012,3.970291914,0.089420569,9.759115349,4.541185757,4.618004015
12497,953,13,0.020917354,6.860663671,2.63905733,0.02070159,3.366679335,3.102693004,4.005400124
12498,893,19,0.259865778,6.795705775,2.995732274,0.23100519,4.01340534,3.488105409,5.88017773
12500,510,59,-0.001677176,6.23636959,4.094344562,-0.001675771,9.582201081,4.675233383,3.805914358
12501,663,151,0.118155072,6.498282149,5.023880521,0.11168007,6.974578718,5.679662471,4.816439104
12502,586,162,0.138714883,6.37502482,5.093750201,0.129900331,8.201738538,5.755161583,4.978865887
12504,890,7,-0.051167022,6.792344427,2.079441542,-0.049900996,4.046871186,2.497988721,3.376004587
12506,579,46,0.173501086,6.363028104,3.850147602,0.159991662,8.321178804,4.411361364,5.247118803
12507,625,29,0.07796841,6.439350371,3.401197382,0.075078167,7.561308211,3.926239023,4.490146891
12508,898,62,0.121421092,6.801283034,4.143134726,0.114596714,3.957877701,4.727954593,4.842439887
12509,1156,6,0.14004229,7.053585727,1.945910149,0.131065358,1.445931936,2.353698644,4.989251668
12510,656,30,0.038197957,6.487684018,3.433987204,0.037486477,7.080094556,3.961670736,4.155031086
12513,984,34,-0.013647144,6.892641641,3.555348061,-0.01355486,3.048304114,4.092809692,3.700016741
12514,594,89,-0.005063797,6.388561406,4.49980967,-0.005051019,8.06696721,5.113366997,3.775825286
12515,496,13,0.177966221,6.208590026,2.63905733,0.16378941,9.858776641,3.102693004,5.2809743
12516,516,24,-0.022848897,6.248042875,3.218875825,-0.02259177,9.46598093,3.729227736,3.61945608
12517,900,191,0.029224104,6.803505258,5.257495372,0.028805221,3.93575307,5.932099776,4.077640952
12518,900,98,0.083491583,6.803505258,4.59511985,0.080188773,3.93575307,5.216356361,4.535706023
12519,935,16,0.266897419,6.841615476,2.833213344,0.236570934,3.556324686,3.312492256,5.92979425
12520,559,231,0.034931113,6.327936784,5.446737372,0.034334867,8.670550788,6.136589089,4.126935667
12521,1014,35,0.027266252,6.922643891,3.583518938,0.02690115,2.749599313,4.123250309,4.060666871
12522,911,10,-0.106549334,6.81563999,2.397895273,-0.101246465,3.814938704,2.842100412,2.918279016
12523,597,76,0.203479512,6.393590754,4.343805422,0.185216955,8.016894615,4.944793416,5.471992811
12524,539,116,0.042888306,6.29156914,4.762173935,0.041994081,9.032629958,5.396870068,4.195214687
12526,925,54,0.013493011,6.830874235,4.007333185,0.013402791,3.663265348,4.58121146,3.940334078
12527,696,15,0.00191686,6.546785411,2.772588722,0.001915025,6.491676374,3.246983081,3.837924956
12528,643,105,0.143492214,6.467698726,4.663439094,0.134086925,7.279069724,5.290180117,5.016187802
12530,561,72,0.047769166,6.33150185,4.290459441,0.0466633,8.635056704,4.887149326,4.236839018
12531,886,17,0.05609207,6.787844982,2.890371758,0.054575369,4.091668021,3.374255949,4.307372145
12532,902,14,0.046629093,6.805722553,2.708050201,0.045574612,3.913677495,3.177244662,4.227133775
12534,1002,61,0.073971705,6.910750788,4.127134385,0.071363651,2.868008002,4.710665096,4.457033369
12535,963,32,0.280424107,6.871091295,3.496507561,0.247191356,3.262861086,4.029228386,6.024471325
12536,879,256,0.080697792,6.779921907,5.549076085,0.077606936,4.170550788,6.247173278,4.512689911
12538,901,19,-0.025246105,6.80461452,2.995732274,-0.024932686,3.924709164,3.488105409,3.598587698
12539,596,387,0.169873631,6.391917113,5.96100534,0.156895735,8.033557514,6.692291858,5.219519778
12540,504,522,0.087002556,6.224558429,6.259581464,0.08342396,9.699793943,7.014924395,4.564546493
12541,506,20,-0.003747745,6.228511004,3.044522438,-0.00374074,9.660441797,3.540826618,3.787505936
12544,908,17,0.075763764,6.812345094,2.890371758,0.073030888,3.84774295,3.374255949,4.471896162
12545,591,76,0.129641722,6.383506635,4.343805422,0.121900522,8.11729291,4.944793416,4.907550597
12546,938,42,-0.030483643,6.844815479,3.761200116,-0.030028248,3.524465203,4.315247339,3.553162672
12547,1069,6,0.025465297,6.975413927,1.945910149,0.025146458,2.224216619,2.353698644,4.045024452
12548,496,8,0.038840201,6.208590026,2.197224577,0.038104899,9.858776641,2.625261588,4.160544092
12550,951,55,0.144667841,6.858565035,4.025351691,0.135114499,3.387573529,4.600681725,5.025348241
12551,500,10,0.1111813,6.216606101,2.397895273,0.105423684,9.778967958,2.842100412,4.760665769
12553,536,219,0.076891714,6.285998095,5.393627546,0.074078849,9.088095728,6.079200181,4.48123834
12556,922,107,0.099731295,6.827629235,4.682131227,0.095065873,3.695572828,5.310378283,4.668329779
12557,625,32,0.269819584,6.439350371,3.496507561,0.23887483,7.561308211,4.029228386,5.950332619
12558,873,18,0.028405859,6.773080376,2.944438979,0.028009894,4.238665625,3.43267939,4.07055091
12559,658,39,0.000374594,6.490723535,3.688879454,0.000374524,7.049832892,4.237099769,3.824191971
12561,657,15,-0.066577889,6.489204931,2.772588722,-0.064455288,7.064952227,3.246983081,3.246258541
12562,503,161,0.034935686,6.222576268,5.087596335,0.034339286,9.719528498,5.748511898,4.126975061
12564,588,20,0.034264771,6.378426184,3.044522438,0.033690808,8.167874288,3.540826618,4.121194129
12565,1160,9,-0.006116967,7.057036982,2.302585093,-0.006098334,1.41157097,2.739111048,3.766488866
12566,958,19,-0.036933711,6.865891075,2.995732274,-0.036268004,3.314634889,3.488105409,3.497537598
12567,506,367,0.162717083,6.228511004,5.908082938,0.150759579,9.660441797,6.635105475,5.164818249
12569,512,184,0.14164104,6.240275845,5.220355825,0.132466736,9.543310095,5.891967879,5.001744425
12571,993,12,-0.085542537,6.901737207,2.564949357,-0.082079897,2.957747937,3.022614119,3.089141778
12572,880,58,0.12116873,6.781057626,4.077537444,0.11437165,4.159243484,4.657072108,4.840433529
12573,556,51,0.07573516,6.32256524,3.951243719,0.073004297,8.724030307,4.52060284,4.471659117
12574,645,9,0.092325193,6.470799504,2.302585093,0.088308628,7.248198134,2.739111048,4.608091481
12576,557,81,-0.001476185,6.324358962,4.406719247,-0.001475097,8.706171863,5.012776237,3.807703295
12577,502,66,-0.034372192,6.22059017,4.204692619,-0.033794665,9.739302248,4.794472233,3.519586483
12578,657,175,0.06985073,6.489204931,5.170483995,0.067519134,7.064952227,5.838077853,4.422760947
12579,945,29,0.038323506,6.852242569,3.401197382,0.037607399,3.450520503,3.926239023,4.156109067
12580,577,46,0.19429565,6.359573869,3.850147602,0.177556598,8.355569442,4.411361364,5.403703605
12582,564,30,0.008528476,6.336825731,3.433987204,0.008492314,8.582051717,3.961670736,3.896559019
12583,503,1055,0.115718168,6.222576268,6.962243464,0.109498294,9.719528498,7.774200188,4.796989395
12584,875,78,0.25549272,6.775366091,4.369447852,0.227528101,4.215908861,4.972501869,5.849180791
12585,494,103,0.109823165,6.204557763,4.644390899,0.104200692,9.898922179,5.2695972,4.749763257
12586,889,10,0.224918887,6.791221463,2.397895273,0.202874627,4.058051513,2.842100412,5.629404332
12587,879,3,0.008011625,6.779921907,1.386294361,0.007979702,4.170550788,1.74899436,3.891989275
12589,900,31,0.077637093,6.803505258,3.465735903,0.074770767,3.93575307,3.995977441,4.487406533
12590,539,128,0.074376324,6.29156914,4.859812404,0.07174033,9.032629958,5.502375313,4.460391323
12591,649,48,0.104304674,6.476972363,3.891820298,0.099215883,7.186740655,4.456391648,4.705325555
12592,547,26,-0.06092765,6.306275287,3.295836866,-0.059143667,8.88621438,3.812389563,3.29360965
12593,547,30,-0.074146405,6.306275287,3.433987204,-0.071526305,8.88621438,3.961670736,3.183223086
12594,560,120,0.041344432,6.329720906,4.795790546,0.040512602,8.652787928,5.433195184,4.182007855
12596,569,34,0.056629109,6.345636361,3.555348061,0.055083755,8.494332384,4.092809692,4.31190421
12597,511,252,0.135420357,6.238324625,5.533389489,0.127002941,9.562736598,6.230222806,4.953036741
12598,555,103,0.092522354,6.320768294,4.644390899,0.088489109,8.741920841,5.2695972,4.609700401
12599,503,70,0.025063503,6.222576268,4.262679877,0.024754565,9.719528498,4.85713155,4.041530875
12600,500,63,0.080059942,6.216606101,4.158883083,0.077016541,9.778967958,4.744971802,4.507426768
12601,576,31,0.007654415,6.357842267,3.465735903,0.007625268,8.372809412,3.995977441,3.888829631
12602,930,12,0.022921331,6.836259277,2.564949357,0.022662584,3.609651433,3.022614119,4.022881648
12603,893,1,0.416434207,6.795705775,0.693147181,0.348142591,4.01340534,1,6.92441367
12605,508,2,0.214011177,6.232448017,1.098612289,0.193929899,9.621244582,1.438133614,5.549665438
12607,930,63,0.066662429,6.836259277,4.158883083,0.064534548,3.609651433,4.744971802,4.396154487
12609,644,70,0.099384185,6.469250317,4.262679877,0.094750191,7.263621963,4.85713155,4.665515592
12610,894,33,-0.02086733,6.796823718,3.526360525,-0.02065259,4.002275009,4.061486616,3.636743147
12611,924,63,0.101226693,6.829793738,4.158883083,0.096424734,3.674022864,4.744971802,4.680443513
12612,946,17,0.199722755,6.853299093,2.890371758,0.182090492,3.440001665,3.374255949,5.444121574
12613,589,188,0.186280936,6.380122537,5.241747015,0.17082315,8.15098526,5.915082567,5.343677446
12614,1149,19,0.135533502,7.047517221,2.995732274,0.127102586,1.506350465,3.488105409,4.953925045
12615,500,130,0.054768683,6.216606101,4.875197323,0.053321485,9.778967958,5.518999802,4.296194237
12616,967,33,0.22312528,6.875232087,3.526360525,0.201409288,3.221635023,4.061486616,5.616341385
12617,901,38,0.013561825,6.80461452,3.663561646,0.013470686,3.924709164,4.209742094,3.940939334
12618,893,8,0.136184133,6.795705775,2.197224577,0.127675396,4.01340534,2.625261588,4.959031426
12619,569,85,-0.019586058,6.345636361,4.454347296,-0.01939672,8.494332384,5.064241699,3.647938757
12620,535,122,0.033421685,6.284134161,4.812184355,0.032875321,9.106653198,5.450909851,4.113924365
12621,500,573,0.055725712,6.216606101,6.352629396,0.054228409,9.778967958,7.115469241,4.304279125
12622,571,19,0.076896354,6.349138991,2.995732274,0.074083158,8.459459914,3.488105409,4.481276753
12623,1148,15,0.018452086,7.046647278,2.772588722,0.018283912,1.515011692,3.246983081,3.983847437
12624,521,34,0.017351088,6.257667588,3.555348061,0.017202277,9.370156515,4.092809692,3.974205065
12625,537,161,0.067604355,6.28785856,5.087596335,0.065417217,9.069572783,5.748511898,4.40402315
12626,652,331,0.096520988,6.481577129,5.805134969,0.092142429,7.140895233,6.523862941,4.642268375
12627,882,182,0.044692045,6.783325201,5.209486153,0.043722149,4.136667329,5.880222433,4.21061976
12628,876,40,0.041763906,6.776506992,3.713572067,0.040915339,4.204549955,4.263781876,4.185598111
12630,915,33,0.113277206,6.820016365,3.526360525,0.107308103,3.771367169,4.061486616,4.777464665
12631,929,30,0.211221855,6.835184586,3.433987204,0.191629647,3.620351144,3.961670736,5.529159558
12633,930,94,0.138197315,6.836259277,4.553876892,0.129445708,3.609651433,5.171790439,4.974813099
12635,961,95,0.016763344,6.869014451,4.564348191,0.016624389,3.28353831,5.183105416,3.969053415
12637,571,499,0.108077897,6.349138991,6.214608098,0.10262689,8.459459914,6.966327505,4.735733407
12638,905,37,0.029115471,6.809039306,3.63758616,0.028699667,3.880655641,4.181673751,4.076699979
12639,565,40,0.094878753,6.338594078,3.713572067,0.090643629,8.564445912,4.263781876,4.628907135
12640,895,44,0.026684173,6.797940413,3.80666249,0.02633436,3.991157107,4.364372637,4.055614151
12642,897,43,-0.020974101,6.800170068,3.784189634,-0.020757173,3.968958481,4.340089133,3.635810829
12643,531,31,0.120585748,6.276643489,3.465735903,0.113851538,9.181230924,3.995977441,4.835796925
12644,1001,30,0.018762609,6.909753282,3.433987204,0.018588762,2.877939254,3.961670736,3.986565062
12645,554,106,-0.00092783,6.318968114,4.672828834,-0.0009274,8.759843582,5.300326393,3.812585806
12646,921,23,0.113108435,6.826545224,3.17805383,0.107156493,3.706365328,3.685116695,4.776113118
12647,500,97,0.1692998,6.216606101,4.584967479,0.156405108,9.778967958,5.205386008,5.215146021
12649,541,46,0.045681371,6.295266001,3.850147602,0.044668702,8.995823706,4.411361364,4.219057932
12650,875,19,0.001572076,6.775366091,2.995732274,0.001570842,4.215908861,3.488105409,3.83485669
12651,660,9,0.009319793,6.49375384,2.302585093,0.009276632,7.01966293,2.739111048,3.903550915
12652,659,86,0.124678361,6.492239835,4.465908119,0.117497094,7.034736483,5.076733982,4.868295686
12653,1020,42,-0.019599945,6.928537818,3.761200116,-0.019410339,2.690918908,4.315247339,3.647817343
12654,882,33,0.157341117,6.783325201,3.526360525,0.146125234,4.136667329,4.061486616,5.123504804
12656,539,142,0.050054102,6.29156914,4.96284463,0.048841689,9.032629958,5.613708892,4.25625854
12657,883,45,0.085474433,6.784457063,3.828641396,0.082017157,4.12539842,4.388122394,4.552005377
12658,890,32,0.187892134,6.792344427,3.496507561,0.172180421,4.046871186,4.029228386,5.355777007
12660,883,13,-0.018309409,6.784457063,2.63905733,-0.01814381,4.12539842,3.102693004,3.659107979
12662,577,140,0.072010609,6.359573869,4.94875989,0.069535959,8.355569442,5.598489338,4.440740186
12664,606,25,0.414996565,6.408528791,3.258096538,0.347127104,7.868170324,3.77160848,6.915360979
12665,653,2,0.061651946,6.483107351,1.098612289,0.059826134,7.125660219,1.438133614,4.354180744
12666,502,2,0.330238647,6.22059017,1.098612289,0.28535836,9.739302248,1.438133614,6.364715826
12667,930,30,-0.039968691,6.836259277,3.433987204,-0.039190608,3.609651433,3.961670736,3.471483679
12668,498,245,0.162763046,6.212606096,5.505331536,0.150799109,9.818792331,6.199904211,5.165170647
12669,582,160,-0.006145623,6.368187186,5.081404365,-0.006126816,8.269814564,5.741821037,3.766234966
12670,559,93,0.051802485,6.327936784,4.543294782,0.050505344,8.670550788,5.160355724,4.271089404
12672,669,17,0.158872358,6.507277712,2.890371758,0.147447427,6.885018175,3.374255949,5.135291657
12673,661,39,-0.093917456,6.495265556,3.688879454,-0.08976525,7.004612164,4.237099769,3.02062974
12674,506,117,0.066452093,6.228511004,4.770684624,0.064337338,9.660441797,5.406066468,4.394396431
12676,641,44,0.082334114,6.464588304,3.80666249,0.079119925,7.310037338,4.364372637,4.526177645
12678,496,135,-0.001734837,6.208590026,4.912654886,-0.001733334,9.858776641,5.559475337,3.805401205
12679,615,48,0.039773929,6.423246964,3.891820298,0.039003314,7.721635023,4.456391648,4.168553118
12680,961,26,-0.04508796,6.869014451,3.295836866,-0.044101054,3.28353831,3.812389563,3.427708896
12681,497,713,0.062721365,6.210600077,6.570882962,0.060832943,9.838764413,7.351307595,4.363156069
12682,498,1200,0.086595018,6.212606096,7.090909822,0.083048971,9.818792331,7.913233252,4.561203607
12683,508,339,0.010210808,6.232448017,5.828945618,0.01015903,9.621244582,6.549592025,3.911417166
12684,497,140,0.027204015,6.210600077,4.94875989,0.026840563,9.838764413,5.598489338,4.060126764
12685,900,149,0.062339639,6.803505258,5.010635294,0.060473682,3.93575307,5.665350071,4.359953393
12688,985,163,0.202867889,6.893656355,5.099866428,0.184708613,3.038201546,5.761770597,5.467461139
12689,897,68,0.034572391,6.800170068,4.234106505,0.033988192,3.968958481,4.826256008,4.123845194
12690,533,16,0.22702856,6.280395839,2.833213344,0.204595441,9.143872232,3.312492256,5.644744743
12691,500,36,-0.014159828,6.216606101,3.610917913,-0.014060514,9.778967958,4.152856831,3.695509025
12693,537,59,0.186245916,6.28785856,4.094344562,0.170793628,9.069572783,4.675233383,5.343414273
12694,514,49,0.078441092,6.244166901,3.912023005,0.075516565,9.504570436,4.478222096,4.494055039
12695,557,26,0.203729883,6.324358962,3.295836866,0.185424972,8.706171863,3.812389563,5.473847209
12697,497,58,0.069690479,6.210600077,4.077537444,0.067369334,9.838764413,4.657072108,4.421425539
12700,544,238,0.037204383,6.300785795,5.476463552,0.036529001,8.940868204,6.168710321,4.146495548
12701,571,37,0.080082372,6.349138991,3.63758616,0.077037309,8.459459914,4.181673751,4.507611902
12703,936,21,0.151855157,6.842683282,3.091042453,0.141373823,3.545693526,3.591094772,5.08114776
12704,497,67,0.118645276,6.210600077,4.219507705,0.112118378,9.838764413,4.810480977,4.820346459
12705,500,375,0.072894556,6.216606101,5.929589143,0.070360188,9.778967958,6.658344445,4.448087879
12708,508,157,0.048027421,6.232448017,5.062595033,0.046909751,9.621244582,5.721496229,4.239036036
12709,500,213,0.043915898,6.216606101,5.365976015,0.042978929,9.778967958,6.049320753,4.203994232
