CustomerID,Recency,Frequency,Monetary,Recency_Scaled,Frequency_Scaled,Monetary_Scaled,Cluster
12383,495,130,0.07095808,9.878829175,5.518999802000001,4.431983262,2
12384,900,25,0.11982154,3.93575307,3.77160848,4.829715327,0
12386,509,8,-0.005683517,9.601703693,2.6252615880000003,3.770330243,1
12388,609,119,0.138944772,7.819085197000001,5.424227742999999,4.980665434,2
12391,893,91,-0.140074173,4.01340534,5.137116754,2.65220548,0
12393,577,85,0.14992926,8.355569442,5.064241699,5.066230064,1
12394,560,46,0.005285078,8.652787928,4.411361363999999,3.867843643,1
12395,500,142,0.076614293,9.778967957999999,5.613708892000001,4.478941526,2
12397,907,54,0.081793718,3.858701763,4.58121146,4.521725573,0
12399,509,62,0.029953302,9.601703693,4.727954593,4.083954665,2
12401,652,3,0.24806125199999998,7.140895232999999,1.74899436,5.796256875,1
12402,693,21,0.164965563,6.5346214289999995,3.591094772,5.18204084,1
12403,921,4,0.48922297200000003,3.706365328,1.990116688,7.371142412999999,0
12405,1020,51,0.049354401,2.690918908,4.52060284,4.25031632,0
12406,509,151,0.032225141,9.601703693,5.679662471,4.103596613000001,2
12407,565,88,-0.045140572999999996,8.564445912,5.101293458,3.4272601160000002,2
12408,507,163,0.056554047,9.640823900000001,5.761770597000001,4.311270904,2
12409,510,106,0.10406102199999999,9.582201081000001,5.300326393,4.703358429,2
12410,634,44,-0.009666493,7.419188876000001,4.364372637,3.7350939060000004,1
12412,502,86,0.046263717999999995,9.739302248,5.0767339819999995,4.224021167,2
12413,611,51,0.08282124,7.7864957079999995,4.52060284,4.530188953,1
12414,559,31,0.129074689,8.670550788,3.9959774410000004,4.903074707,1
12415,503,829,0.049188362,9.719528497999999,7.513979629,4.248905649,2
12417,500,155,0.086054362,9.778967957999999,5.707730814,4.556766856,2
12418,984,33,0.03850921,3.0483041139999996,4.061486616,4.157703301000001,0
12420,935,25,0.266383488,3.5563246860000004,3.77160848,5.926177200000001,0
12421,500,54,0.088241486,9.778967957999999,4.58121146,4.574701301,2
12422,527,44,-0.048248510999999994,9.256371506,4.364372637,3.400790002,1
12423,496,122,-0.009485949,9.858776641,5.4509098510000005,3.7366881189999996,2
12425,950,34,0.005161151,3.398037093,4.092809691999999,3.866744625,0
12426,1066,24,0.125847445,2.2521700669999998,3.7292277360000003,4.877557474,0
12427,883,6,-0.005232584,4.12539842,2.353698644,3.7743283219999997,0
12428,569,294,0.063611793,8.494332384,6.396183156,4.370622287,2
12429,508,105,0.07712978200000001,9.621244582000001,5.290180117,4.48320888,2
12430,915,10,0.035575204,3.771367169,2.8421004119999997,4.132481976,0
12431,497,981,0.269439258,9.838764413,7.695694415,5.9476621839999995,2
12432,500,102,0.27276546100000004,9.778967957999999,5.259156825,5.970989862000001,2
12433,496,1404,0.174072158,9.858776641,8.082756126,5.25145595,2
12434,503,67,0.207412725,9.719528497999999,4.810480977,5.501080087,2
12435,597,36,0.11710021699999999,8.016894615,4.152856831,4.808025175,1
12436,971,15,0.130300689,3.180578966,3.246983081,4.912749352,0
12437,532,201,-0.011618828999999999,9.162534055,5.986962851,3.717872832,2
12438,886,91,0.121277661,4.091668021,5.137116754,4.841299622,0
12441,509,11,-0.037649382,9.601703693,2.936122335,3.491387027,1
12442,875,11,0.037806736,4.215908861,2.936122335,4.151671182,0
12444,497,238,0.192074912,9.838764413,6.168710321,5.387111836,2
12445,894,3,0.328128442,4.002275009,1.74899436,6.350563012,0
12446,929,56,0.162736941,3.620351144,4.619807365,5.1649705,0
12447,569,22,-0.127278403,8.494332384,3.639128033,2.7528256460000002,1
12448,916,19,0.060609995,3.760504014,3.4881054089999997,4.345427256000001,0
12449,894,130,0.062729206,4.002275009,5.518999802000001,4.363221847,0
12450,520,14,-0.07560277,9.389247757,3.1772446619999997,3.171144519,1
12451,546,436,0.058512747999999996,8.904399006,6.8208017839999995,4.327782054,2
12452,888,21,0.09332164400000001,4.0692444089999995,3.591094772,4.616219962,0
12453,1006,41,0.03467516,2.828381761,4.289820978,4.124730684,0
12454,925,19,0.386662066,3.663265348,3.4881054089999997,6.735039202,0
12455,999,55,0.023947508,2.897831528,4.600681725,4.031820163,0
12456,582,155,0.088657128,8.269814563999999,5.707730814,4.578105502,2
12457,560,80,0.23741615,8.652787928,4.999517537,5.719895154,2
12458,943,38,0.125983509,3.47159158,4.209742094,4.878634778,0
12461,1026,33,0.178417312,2.632582336,4.061486616,5.284387413999999,0
12462,635,59,0.161114675,7.403522343,4.675233383,5.152524017,1
12463,512,98,0.203153477,9.543310095,5.216356361,5.46957742,2
12464,653,22,0.13990356199999998,7.125660218999999,3.639128033,4.988166808,1
12465,521,72,0.01564187,9.370156515,4.887149326,3.959215299,2
12468,646,24,0.044555974000000005,7.232798162000001,3.7292277360000003,4.209458553999999,1
12471,497,2783,0.18070348,9.838764413,8.821705784,5.301665324,2
12472,505,343,0.12043487900000001,9.680098427999999,6.56223042,4.83459663,2
12473,925,131,0.002875414,3.663265348,5.527217107,3.846449682,0
12474,503,490,0.046924815999999994,9.719528497999999,6.946700055,4.229652235,2
12475,925,32,0.026634597000000003,3.663265348,4.029228386000001,4.055183678,0
12476,504,167,0.14947086199999998,9.699793943,5.787809698999999,5.06267571,2
12477,566,376,0.172589982,8.546871186,6.6612144870000005,5.240194816,2
12478,875,29,0.111249275,4.215908861,3.926239023,4.7612110969999994,0
12479,875,30,-0.021228824,4.215908861,3.9616707360000003,3.6335870000000003,0
12480,599,145,0.074091951,7.983652247,5.6361436860000005,4.4580314219999995,2
12481,497,231,0.074822968,9.838764413,6.136589089,4.464096571000001,2
12483,525,103,0.19546706,9.294155536,5.2695972,5.412443112999999,2
12484,502,317,0.018323038,9.739302248,6.477308091,3.982717793,2
12488,947,20,0.408168762,3.4294939280000003,3.540826618,6.872240993999999,0
12489,664,15,0.278403352,6.959595901,3.246983081,6.01039123,1
12490,515,253,0.0726958,9.485256986,6.234485417,4.446436278,2
12491,910,22,0.010872241999999999,3.825861447,3.639128033,3.9172520860000004,0
12492,935,19,0.11530417300000001,3.5563246860000004,3.4881054089999997,4.793680945,0
12493,503,31,0.15180526800000002,9.719528497999999,3.9959774410000004,5.080761636,1
12494,501,52,0.093540469,9.759115349,4.541185757,4.618004015,2
12497,953,13,0.020917354,3.366679335,3.102693004,4.0054001239999995,0
12498,893,19,0.259865778,4.01340534,3.4881054089999997,5.88017773,0
12500,510,59,-0.001677176,9.582201081000001,4.675233383,3.8059143580000003,2
12501,663,151,0.11815507199999999,6.974578717999999,5.679662471,4.816439104,1
12502,586,162,0.138714883,8.201738537999999,5.755161583,4.9788658869999995,2
12504,890,7,-0.051167022,4.046871186000001,2.497988721,3.3760045869999997,0
12506,579,46,0.17350108600000003,8.321178804,4.411361363999999,5.247118803,1
12507,625,29,0.07796841,7.561308211,3.926239023,4.490146891,1
12508,898,62,0.121421092,3.957877701,4.727954593,4.842439887,0
12509,1156,6,0.14004229,1.445931936,2.353698644,4.9892516680000005,0
12510,656,30,0.038197957000000005,7.080094556000001,3.9616707360000003,4.155031086,1
12513,984,34,-0.013647143999999998,3.0483041139999996,4.092809691999999,3.700016741,0
12514,594,89,-0.005063797,8.06696721,5.113366997,3.7758252860000003,1
12515,496,13,0.177966221,9.858776641,3.102693004,5.2809743,1
12516,516,24,-0.022848897000000003,9.46598093,3.7292277360000003,3.61945608,1
12517,900,191,0.029224104,3.93575307,5.932099776,4.077640952,0
12518,900,98,0.083491583,3.93575307,5.216356361,4.535706023,0
12519,935,16,0.26689741899999997,3.5563246860000004,3.312492256,5.92979425,0
12520,559,231,0.034931113,8.670550788,6.136589089,4.126935667,2
12521,1014,35,0.027266252,2.749599313,4.1232503089999994,4.0606668710000005,0
12522,911,10,-0.10654933400000001,3.814938704,2.8421004119999997,2.918279016,0
12523,597,76,0.203479512,8.016894615,4.944793416,5.471992811000001,1
12524,539,116,0.042888305999999994,9.032629958,5.396870067999999,4.195214687,2
12526,925,54,0.013493011000000001,3.663265348,4.58121146,3.9403340780000002,0
12527,696,15,0.00191686,6.491676374,3.246983081,3.837924956,1
12528,643,105,0.143492214,7.279069724,5.290180117,5.016187802,1
12530,561,72,0.047769165999999995,8.635056704,4.887149326,4.236839018,1
12531,886,17,0.05609207,4.091668021,3.3742559489999997,4.307372145,0
12532,902,14,0.046629092999999996,3.913677495,3.1772446619999997,4.227133775,0
12534,1002,61,0.073971705,2.868008002,4.7106650960000005,4.4570333689999995,0
12535,963,32,0.280424107,3.262861086,4.029228386000001,6.024471325,0
12536,879,256,0.080697792,4.170550788,6.247173277999999,4.512689911,0
12538,901,19,-0.025246105,3.924709164,3.4881054089999997,3.5985876980000002,0
12539,596,387,0.16987363100000002,8.033557514,6.692291858,5.219519778,2
12540,504,522,0.087002556,9.699793943,7.014924395,4.564546493,2
12541,506,20,-0.003747745,9.660441797,3.540826618,3.787505936,1
12544,908,17,0.075763764,3.84774295,3.3742559489999997,4.471896162,0
12545,591,76,0.129641722,8.11729291,4.944793416,4.907550597,1
12546,938,42,-0.030483642999999998,3.524465203,4.315247339,3.553162672,0
12547,1069,6,0.025465297,2.224216619,2.353698644,4.045024452,0
12548,496,8,0.038840201,9.858776641,2.6252615880000003,4.160544092,1
12550,951,55,0.144667841,3.387573529,4.600681725,5.0253482410000005,0
12551,500,10,0.11118130000000001,9.778967957999999,2.8421004119999997,4.760665769,1
12553,536,219,0.076891714,9.088095727999999,6.079200181,4.48123834,2
12556,922,107,0.099731295,3.695572828,5.310378283,4.668329779,0
12557,625,32,0.269819584,7.561308211,4.029228386000001,5.950332619,1
12558,873,18,0.028405859,4.238665625,3.43267939,4.07055091,0
12559,658,39,0.000374594,7.049832892,4.237099768999999,3.8241919710000003,1
12561,657,15,-0.066577889,7.064952227000001,3.246983081,3.2462585410000004,1
12562,503,161,0.034935686,9.719528497999999,5.748511897999999,4.1269750610000004,2
12564,588,20,0.034264771,8.167874288,3.540826618,4.121194129,1
12565,1160,9,-0.006116966999999999,1.41157097,2.7391110480000003,3.7664888660000004,0
12566,958,19,-0.036933711,3.3146348889999997,3.4881054089999997,3.497537598,0
12567,506,367,0.162717083,9.660441797,6.635105475,5.164818249,2
12569,512,184,0.14164104,9.543310095,5.891967879,5.001744425,2
12571,993,12,-0.08554253699999999,2.9577479369999997,3.0226141189999995,3.089141778,0
12572,880,58,0.12116873,4.159243484,4.657072108,4.840433528999999,0
12573,556,51,0.07573516,8.724030307,4.52060284,4.471659117,1
12574,645,9,0.09232519300000001,7.248198134,2.7391110480000003,4.608091481000001,1
12576,557,81,-0.001476185,8.706171863,5.012776237,3.807703295,2
12577,502,66,-0.034372192,9.739302248,4.7944722330000005,3.5195864830000003,2
12578,657,175,0.06985073,7.064952227000001,5.838077853,4.4227609469999996,2
12579,945,29,0.038323506,3.450520503,3.926239023,4.156109067,0
12580,577,46,0.19429565,8.355569442,4.411361363999999,5.403703605,1
12582,564,30,0.008528476,8.582051717,3.9616707360000003,3.8965590189999997,1
12583,503,1055,0.11571816800000001,9.719528497999999,7.774200187999999,4.796989395,2
12584,875,78,0.25549272,4.215908861,4.972501868999999,5.849180791,0
12585,494,103,0.109823165,9.898922179,5.2695972,4.749763257,2
12586,889,10,0.22491888699999998,4.0580515130000006,2.8421004119999997,5.629404332000001,0
12587,879,3,0.008011625,4.170550788,1.74899436,3.891989275,0
12589,900,31,0.077637093,3.93575307,3.9959774410000004,4.487406533,0
12590,539,128,0.07437632400000001,9.032629958,5.502375313,4.4603913230000005,2
12591,649,48,0.104304674,7.186740655,4.456391648,4.705325555,1
12592,547,26,-0.06092765,8.88621438,3.812389563,3.29360965,1
12593,547,30,-0.074146405,8.88621438,3.9616707360000003,3.1832230860000004,1
12594,560,120,0.041344432,8.652787928,5.433195184,4.182007855,2
12596,569,34,0.056629109000000004,8.494332384,4.092809691999999,4.31190421,1
12597,511,252,0.135420357,9.562736597999999,6.2302228060000004,4.953036741,2
12598,555,103,0.092522354,8.741920841,5.2695972,4.6097004010000004,2
12599,503,70,0.025063502999999997,9.719528497999999,4.85713155,4.041530875,2
12600,500,63,0.080059942,9.778967957999999,4.744971802,4.507426768,2
12601,576,31,0.007654415,8.372809412,3.9959774410000004,3.888829631,1
12602,930,12,0.022921331,3.6096514330000002,3.0226141189999995,4.022881648,0
12603,893,1,0.41643420700000006,4.01340534,1.0,6.92441367,0
12605,508,2,0.214011177,9.621244582000001,1.438133614,5.549665438,1
12607,930,63,0.06666242900000001,3.6096514330000002,4.744971802,4.3961544869999996,0
12609,644,70,0.099384185,7.263621962999999,4.85713155,4.665515592,1
12610,894,33,-0.02086733,4.002275009,4.061486616,3.636743147,0
12611,924,63,0.101226693,3.674022864,4.744971802,4.680443513,0
12612,946,17,0.199722755,3.440001665,3.3742559489999997,5.4441215739999995,0
12613,589,188,0.186280936,8.15098526,5.915082567000001,5.343677446,2
12614,1149,19,0.135533502,1.506350465,3.4881054089999997,4.953925045,0
12615,500,130,0.054768683,9.778967957999999,5.518999802000001,4.296194237,2
12616,967,33,0.22312528,3.221635023,4.061486616,5.616341385,0
12617,901,38,0.013561825,3.924709164,4.209742094,3.940939334,0
12618,893,8,0.136184133,4.01340534,2.6252615880000003,4.959031426,0
12619,569,85,-0.019586058,8.494332384,5.064241699,3.647938757,2
12620,535,122,0.033421685,9.106653198,5.4509098510000005,4.113924365,2
12621,500,573,0.055725712000000004,9.778967957999999,7.1154692410000004,4.304279125,2
12622,571,19,0.076896354,8.459459914,3.4881054089999997,4.481276753,1
12623,1148,15,0.018452086,1.5150116919999999,3.246983081,3.983847437,0
12624,521,34,0.017351088,9.370156515,4.092809691999999,3.974205065,1
12625,537,161,0.067604355,9.069572783,5.748511897999999,4.40402315,2
12626,652,331,0.096520988,7.140895232999999,6.523862941,4.642268375,2
12627,882,182,0.044692045,4.136667329,5.880222432999999,4.21061976,0
12628,876,40,0.041763906,4.204549955,4.263781876,4.185598111,0
12630,915,33,0.11327720599999999,3.771367169,4.061486616,4.777464665,0
12631,929,30,0.211221855,3.620351144,3.9616707360000003,5.529159558,0
12633,930,94,0.138197315,3.6096514330000002,5.171790439,4.9748130989999995,0
12635,961,95,0.016763344,3.28353831,5.183105416,3.969053415,0
12637,571,499,0.10807789699999999,8.459459914,6.966327505,4.735733407,2
12638,905,37,0.029115471,3.880655641,4.181673751,4.076699979,0
12639,565,40,0.09487875300000001,8.564445912,4.263781876,4.628907135,1
12640,895,44,0.026684173,3.991157107,4.364372637,4.055614151,0
12642,897,43,-0.020974101000000002,3.968958481,4.340089133,3.635810829,0
12643,531,31,0.120585748,9.181230924,3.9959774410000004,4.835796925,1
12644,1001,30,0.018762609,2.8779392539999997,3.9616707360000003,3.986565062,0
12645,554,106,-0.00092783,8.759843582,5.300326393,3.8125858060000004,2
12646,921,23,0.113108435,3.706365328,3.685116695,4.7761131180000005,0
12647,500,97,0.16929979999999997,9.778967957999999,5.2053860080000005,5.215146021,2
12649,541,46,0.045681371,8.995823706,4.411361363999999,4.219057932,1
12650,875,19,0.0015720760000000002,4.215908861,3.4881054089999997,3.83485669,0
12651,660,9,0.009319793,7.01966293,2.7391110480000003,3.903550915,1
12652,659,86,0.124678361,7.034736483,5.0767339819999995,4.868295686000001,1
12653,1020,42,-0.019599945,2.690918908,4.315247339,3.6478173430000003,0
12654,882,33,0.157341117,4.136667329,4.061486616,5.1235048039999995,0
12656,539,142,0.050054102,9.032629958,5.613708892000001,4.25625854,2
12657,883,45,0.085474433,4.12539842,4.388122394,4.5520053769999995,0
12658,890,32,0.187892134,4.046871186000001,4.029228386000001,5.3557770069999995,0
12660,883,13,-0.018309409,4.12539842,3.102693004,3.659107979,0
12662,577,140,0.072010609,8.355569442,5.598489337999999,4.440740186,2
12664,606,25,0.414996565,7.868170323999999,3.77160848,6.915360979,1
12665,653,2,0.061651946,7.125660218999999,1.438133614,4.354180744,1
12666,502,2,0.330238647,9.739302248,1.438133614,6.364715826,1
12667,930,30,-0.039968691,3.6096514330000002,3.9616707360000003,3.471483679,0
12668,498,245,0.162763046,9.818792331000001,6.199904211000001,5.165170647,2
12669,582,160,-0.006145623,8.269814563999999,5.741821037,3.7662349660000003,2
12670,559,93,0.051802485,8.670550788,5.1603557239999995,4.271089404,2
12672,669,17,0.15887235800000002,6.885018175,3.3742559489999997,5.135291657,1
12673,661,39,-0.093917456,7.004612164,4.237099768999999,3.02062974,1
12674,506,117,0.066452093,9.660441797,5.406066468,4.3943964310000005,2
12676,641,44,0.082334114,7.310037338,4.364372637,4.526177645,1
12678,496,135,-0.0017348370000000001,9.858776641,5.559475337,3.805401205,2
12679,615,48,0.039773929,7.721635022999999,4.456391648,4.168553118,1
12680,961,26,-0.04508796,3.28353831,3.812389563,3.4277088960000004,0
12681,497,713,0.062721365,9.838764413,7.351307595,4.3631560689999995,2
12682,498,1200,0.08659501800000001,9.818792331000001,7.913233252,4.5612036069999995,2
12683,508,339,0.010210808,9.621244582000001,6.549592025,3.911417166,2
12684,497,140,0.027204015,9.838764413,5.598489337999999,4.060126764,2
12685,900,149,0.062339639,3.93575307,5.665350071000001,4.3599533930000005,0
12688,985,163,0.202867889,3.0382015460000003,5.761770597000001,5.467461139,0
12689,897,68,0.034572391,3.968958481,4.8262560080000005,4.123845193999999,0
12690,533,16,0.22702856,9.143872232,3.312492256,5.6447447429999995,1
12691,500,36,-0.014159828000000001,9.778967957999999,4.152856831,3.695509025,1
12693,537,59,0.186245916,9.069572783,4.675233383,5.3434142730000005,1
12694,514,49,0.078441092,9.504570436,4.4782220960000005,4.494055039,1
12695,557,26,0.203729883,8.706171863,3.812389563,5.473847209,1
12697,497,58,0.069690479,9.838764413,4.657072108,4.4214255389999995,2
12700,544,238,0.037204383,8.940868204,6.168710321,4.146495548,2
12701,571,37,0.080082372,8.459459914,4.181673751,4.507611902,1
12703,936,21,0.151855157,3.5456935260000004,3.591094772,5.08114776,0
12704,497,67,0.118645276,9.838764413,4.810480977,4.820346459,2
12705,500,375,0.072894556,9.778967957999999,6.658344445,4.448087879,2
12708,508,157,0.048027420999999994,9.621244582000001,5.7214962289999995,4.239036036,2
12709,500,213,0.043915897999999995,9.778967957999999,6.049320753,4.203994231999999,2
12710,1033,46,0.024334885,2.564952227,4.411361363999999,4.035192079,0
12712,508,154,0.260106192,9.621244582000001,5.700781784,5.881878703,2
12714,505,246,0.09055033900000001,9.680098427999999,6.20428787,4.593594866,2
12716,875,66,0.053712057,4.215908861,4.7944722330000005,4.287259438,0
12717,581,82,0.01791056,8.28690655,5.0258742210000005,3.9791061360000004,1
12718,943,19,0.005505306,3.47159158,3.4881054089999997,3.869796361,0
12719,931,17,0.079408206,3.598963209,3.3742559489999997,4.502045826,0
12720,500,329,0.12616312699999999,9.778967957999999,6.517333795,4.880056739,2
12721,497,209,0.014046173,9.838764413,6.028932027000001,3.94519833,2
12722,957,24,0.16232776599999998,3.3250220360000005,3.7292277360000003,5.161832835,0
12723,875,69,0.159317929,4.215908861,4.841804052,5.138718555,0
12724,540,57,0.108013902,9.014209824,4.6386003680000005,4.735218539,1
12726,500,128,-0.02561258,9.778967957999999,5.502375313,3.595401722,2
12727,658,86,0.060120785999999996,7.049832892,5.0767339819999995,4.341314409,1
12728,585,52,0.030392232,8.218713956,4.541185757,4.087752957,1
12729,985,23,-0.044342632,3.0382015460000003,3.685116695,3.4340688289999997,0
12731,506,352,0.053001992000000005,9.660441797,6.590137663999999,4.281250115,2
12732,515,11,0.084902395,9.485256986,2.936122335,4.547306192,1
12733,584,44,0.160577889,8.235718366,4.364372637,5.148401813,1
12734,495,4,0.078264914,9.878829175,1.990116688,4.4925985960000006,1
12735,645,60,0.054173818,7.248198134,4.693094458,4.291165179,1
12736,731,6,0.278136979,6.003877212000001,2.353698644,6.008533546000001,1
12739,950,37,0.09520387699999999,3.398037093,4.181673751,4.63155394,0
12740,935,27,0.01181712,3.5563246860000004,3.8516873639999996,3.925580834,0
12743,1006,126,0.065678783,2.828381761,5.485491056,4.387929875,0
12744,577,302,-0.009278224,8.355569442,6.425096465,3.738522697,2
12747,502,91,0.23227674199999998,9.739302248,5.137116754,5.682792598,2
12748,493,4114,0.12739367099999999,9.919055815,9.243938786000001,4.889792315,2
12749,539,226,0.13375287,9.032629958,6.113046317999999,4.939935038,2
12750,1000,15,0.206472588,2.887880423,3.246983081,5.494136123,0
12752,953,52,0.227149849,3.366679335,4.541185757,5.645625892999999,0
12753,505,214,0.065346399,9.680098427999999,6.054358387000001,4.38514898,2
12754,593,112,0.010329399999999999,8.083714194,5.359281219,3.912463617,2
12755,508,5,0.09202481,9.621244582000001,2.187127974,4.605639675,1
12756,958,4,0.019498664,3.3146348889999997,1.990116688,3.993003545,0
12757,537,392,0.09295694199999999,9.069572783,6.706127776000001,4.613245788,2
12758,988,97,0.020512175,3.007955204,5.2053860080000005,4.001861413,0
12759,500,117,0.087229482,9.778967957999999,5.406066468,4.566407343,2
12762,879,66,-0.039669317999999995,4.170550788,4.7944722330000005,3.4740502739999997,0
12763,1010,2,-0.064708554,2.788912611,1.438133614,3.261896442,0
12764,647,74,0.24550019899999997,7.217421974,4.91635571,5.777945044,1
12766,509,304,0.068663397,9.601703693,6.432205506,4.412861897,2
12769,566,59,0.172915569,8.546871186,4.675233383,5.242669751,1
12770,548,23,0.115072527,8.868062907999999,3.685116695,4.791829212,1
12775,592,68,0.109894398,8.100489396,4.8262560080000005,4.75033542,1
12778,533,59,0.00261629,9.143872232,4.675233383,3.844146017,1
12779,574,192,0.132708824,8.407379168,5.937713142000001,4.9317219880000005,2
12781,893,26,-0.133850072,4.01340534,3.812389563,2.70100716,0
12782,500,109,0.12042384699999999,9.778967957999999,5.330205821,4.834508855,2
12783,874,72,0.040785422,4.227280741,4.887149326,4.1772210560000005,0
12785,507,11,0.159311425,9.640823900000001,2.936122335,5.138668546,1
12787,963,12,0.026723898,3.262861086,3.0226141189999995,4.055959073,0
12789,937,4,-0.0030919209999999996,3.535073707,1.990116688,3.79333244,0
12790,1064,21,0.173098773,2.270849397,3.591094772,5.24406206,0
12792,587,47,0.13802983800000002,8.184792015,4.434111055,4.973501283,1
12793,662,16,0.062802597,6.9895841160000005,3.312492256,4.36383746,1
12794,970,20,0.051067300999999996,3.1908271189999997,3.540826618,4.264856125,0
12795,890,12,0.08496752800000001,4.046871186000001,3.0226141189999995,4.5478413710000005,0
12797,503,16,0.073889062,9.719528497999999,3.312492256,4.456347353,1
12798,548,13,-0.078651334,8.868062907999999,3.102693004,3.14591368,1
12802,1055,1,0.039525847999999995,2.355342803,1.0,4.166425916000001,0
12808,523,21,0.205165314,9.332083505,3.591094772,5.484471441,1
12809,506,46,0.116697521,9.660441797,4.411361363999999,4.804811024,1
12811,587,28,0.068914477,8.184792015,3.8896060080000003,4.414956119,1
12812,916,13,0.123449429,3.760504014,3.102693004,4.858549383,0
12814,973,1,-0.085017636,3.160114252,1.0,3.093453386,0
12815,1019,43,0.095031467,2.700674989,4.340089133,4.630150467,0
12816,513,25,0.12409878099999999,9.523921422999999,3.77160848,4.863700529,1
12818,634,15,0.20836138899999998,7.419188876000001,3.246983081,5.508081559,1
12820,663,66,0.09117097800000001,6.974578717999999,4.7944722330000005,4.59866679,1
12821,544,6,0.114224011,8.940868204,2.353698644,4.785043034,1
12822,942,8,0.016643704,3.482143865,2.6252615880000003,3.9680043960000004,0
12823,659,4,0.185818605,7.034736483,1.990116688,5.340202454,1
12824,931,25,0.003302039,3.598963209,3.77160848,3.850241167,0
12826,508,116,0.049177992000000004,9.621244582000001,5.396870067999999,4.248817535,2
12827,904,19,0.205325475,3.891650761,3.4881054089999997,5.485656077000001,0
12828,874,40,-0.063003982,4.227280741,4.263781876,3.27617997,0
12829,503,11,-0.033631583,9.719528497999999,2.936122335,3.525971626,1
12830,500,35,-0.059424669000000006,9.778967957999999,4.1232503089999994,3.3062476569999997,1
12831,593,17,0.020252381,8.083714194,3.3742559489999997,3.9995917039999997,1
12832,904,26,0.247055103,3.891650761,3.812389563,5.78906728,0
12833,1017,23,0.335900365,2.7202158780000003,3.685116695,6.4025774460000004,0
12834,1154,17,0.022704177000000002,1.4631569919999998,3.3742559489999997,4.0209889819999995,0
12836,545,256,0.225546811,8.922616906,6.247173277999999,5.63397302,2
12837,517,23,0.404726229,9.446742123,3.685116695,6.850420837000001,1
12838,495,2603,0.181193727,9.878829175,8.749480435,5.3053660460000005,2
12839,500,319,0.060316913,9.778967957999999,6.48408285,4.342963505,2
12840,515,147,0.089111334,9.485256986,5.650845552000001,4.581824054,2
12841,508,445,0.032891336,9.621244582000001,6.842830031,4.109348232,2
12842,638,45,0.138960967,7.356670116,4.388122394,4.980792188,1
12843,540,131,0.094424795,9.014209824,5.527217107,4.625210192,2
12844,901,47,0.142794263,3.924709164,4.434111055,5.010744947,0
12845,611,31,-0.048197453,7.7864957079999995,3.9959774410000004,3.401224231,1
12847,894,72,0.013235333,4.002275009,4.887149326,3.938067265,0
12849,598,77,0.232285994,8.000259557,4.958736453999999,5.682859532,1
12852,1166,15,0.296276107,1.3602508569999998,3.246983081,6.134159219,0
12853,581,57,0.146047259,8.28690655,4.6386003680000005,5.036084626,1
12854,572,174,0.077324032,8.442069377000001,5.83192074,4.484816399,2
12856,879,252,0.125997373,4.170550788,6.2302228060000004,4.878744545,0
12857,543,48,0.14235030099999998,8.95915302,4.456391648,5.007281043,1
12863,924,4,0.381358859,3.674022864,1.990116688,6.700880388,0
12864,1010,3,-0.045074535,2.788912611,1.74899436,3.4278234089999997,0
12865,502,93,0.090135818,9.739302248,5.1603557239999995,4.590205745,2
