StockCode,Recency,Frequency,Monetary,Recency_Scaled,Frequency_Scaled,Monetary_Scaled,Cluster
20757,501,27,0.009821932,9.759335284,4.317398804,5.183001658999999,2
20758,508,49,-0.008949906,9.621590396,5.046253445,5.051300127,0
20759,508,20,-0.015369358999999999,9.621590396,3.95577113,5.006593788,2
20760,508,21,0.000665824,9.621590396,4.014248619,5.118797815,2
20761,501,61,0.321695258,9.759335284,5.316656906,7.080138855,0
20762,501,53,0.426968636,9.759335284,5.142996499,7.620343077999999,2
20763,501,24,0.11915581,9.759335284,4.174940192,5.907628522,2
20764,501,76,0.395647336,9.759335284,5.589020916,7.46390071,0
20765,495,53,0.114103655,9.878939808,5.142996499,5.875736156,0
20766,500,60,0.30155007,9.779169766,5.296216792,6.9718734929999995,0
20767,494,79,0.020272609,9.899014466,5.637066483,5.255575573,0
20768,498,53,-0.060998459000000005,9.818957778,5.142996499,4.696740504,0
20769,524,30,0.19573215800000002,9.313728617999999,4.445343652,6.374150096,2
20770,494,81,-0.058164804,9.899014466,5.668106067999999,4.715591376,0
20771,503,38,0.15503856400000002,9.719784577,4.73392775,6.130083848,2
20772,503,60,0.148539758,9.719784577,5.296216792,6.090311581,0
20773,508,26,0.014453946,9.621590396,4.271683246,5.215260552,2
20774,506,42,-0.034792542999999995,9.660751824,4.856663144,4.873028432,2
20775,494,59,-0.061576017999999996,9.899014466,5.275438809,4.692904477,0
20777,503,67,-0.007241613,9.719784577,5.4327738,5.063244931,0
20778,508,11,-0.057982998,9.621590396,3.252312087,4.716802562,2
20780,496,20,0.387438984,9.858905582,3.95577113,7.422321225,2
20781,500,25,0.17801778,9.779169766,4.22424217,6.268942384,2
20782,501,29,0.16282571099999998,9.759335284,4.404125556,6.177446993999999,2
20785,656,9,0.023826452999999997,7.082760513999999,3.0231267230000003,5.280085697,2
20793,964,3,0.177909342,3.2586991810000003,1.871313253,6.268293497,1
20794,500,39,0.289914753,9.779169766,4.76575323,6.908576308,2
20795,565,12,-0.117584298,8.565756614,3.352928917,4.330488547,2
20796,603,5,-0.00469526,7.919400033,2.380998833,5.081087328,2
20798,507,6,0.044069869000000005,9.641151837999999,2.574772297,5.418097895,2
20801,494,131,-0.032985157,9.899014466,6.266560705,4.885350845,0
20802,494,75,0.0028151240000000004,9.899014466,5.572588796000001,5.133921598,0
20803,500,64,-0.021536016,9.779169766,5.376055639,4.963913359,0
20816,616,2,1.0,7.707580618,1.50968558,10.0,2
20818,500,7,0.253604438,9.779169766,2.7426265069999998,6.707309081,2
20819,510,28,0.372620322,9.582582544,4.361509973,7.346630383,2
20820,1155,1,1.0,1.462342988,1.0,10.0,1
20821,594,9,0.089821106,8.068732124,3.0231267230000003,5.720403181,2
20823,589,14,0.023487427,8.152673463,3.532812302,5.277751179,2
20826,504,13,-0.017003399,9.70006804,3.4460855510000004,4.995259147,2
20827,565,4,-0.009766012,8.565756614,2.151813469,5.045600842,2
20828,494,281,0.217506165,9.899014466,7.220785717,6.501353432999999,0
20829,496,207,-0.009670048,9.858905582,6.838181931,5.0462707689999995,0
20830,496,48,0.403587346,9.858905582,5.020857848,7.503888873999999,2
20831,505,43,0.39377573200000004,9.680390507,4.885561872,7.4544416479999995,2
20832,494,95,-0.020978245,9.899014466,5.866251847000001,4.9677631710000005,0
20835,531,9,0.0066781340000000005,9.181978484,3.0231267230000003,5.161022792,2
20836,579,18,-0.005472811,8.322711616,3.8299622889999996,5.075634204,2
20837,510,13,0.010259513,9.582582544,3.4460855510000004,5.1860554389999995,2
20838,523,59,-0.001098538,9.332693332,5.275438809,5.106366895,0
20839,498,103,-0.050294237,9.818957778,5.966868677000001,4.768216291,0
20840,510,86,-0.086189239,9.582582544,5.742508806,4.531338754,0
20845,634,10,0.391496863,7.4215452310000005,3.142935365,7.442907106,2
20846,503,95,-0.025602938,9.719784577,5.866251847000001,4.935906291,0
20847,504,18,0.167522807,9.70006804,3.8299622889999996,6.205862652,2
20848,504,7,-0.010613803,9.70006804,2.7426265069999998,5.039685166,2
20851,609,11,0.320773294,7.821076434,3.252312087,7.075220125,2
20854,494,56,-0.012841623,9.899014466,5.210961122,5.024163613,0
20856,492,72,-0.028562793,9.939285734,5.521962921,4.915592833,0
20857,501,10,0.035968524,9.759335284,3.142935365,5.363189777,2
20860,504,1,-0.135289907,9.70006804,1.0,4.219690668999999,2
20861,507,1,-0.18776222399999998,9.641151837999999,1.0,3.901202185,2
20866,494,106,-0.06397958200000001,9.899014466,6.00261628,4.676962874,0
20867,494,75,-0.025487653,9.899014466,5.572588796000001,4.9366986719999995,0
20868,494,40,0.001223837,9.899014466,4.796792814,5.122727449,2
20869,494,25,0.013587762,9.899014466,4.22424217,5.209239368,2
20871,503,1,0.127625665,9.719784577,1.0,5.960773935,2
20886,496,121,-0.037202228,9.858905582,6.167530045,4.856633099,0
20892,496,2,1.0,9.858905582,1.50968558,10.0,2
20893,500,23,0.037178344,9.779169766,4.12362534,5.371416739,2
20894,663,13,0.304775756,6.977341013999999,3.4460855510000004,6.989321355,2
20897,500,26,0.382781624,9.779169766,4.271683246,7.398619803,2
20898,571,17,0.011593345,8.460866472000001,3.761997666,5.195355812,2
20901,498,25,0.05458819400000001,9.818957778,4.22424217,5.488755208,2
20902,497,59,0.029520087999999996,9.838911626,5.275438809,5.319176721,0
20903,500,57,0.378386395,9.779169766,5.232823226,7.376179036,2
20906,509,3,1.0,9.602067349,1.871313253,10.0,2
20910,501,2,0.242619803,9.759335284,1.50968558,6.645271705,2
20914,491,944,0.272729636,9.959482674,8.740895519,6.814035521,0
20931,496,73,0.20122523899999997,9.858905582,5.539065761,6.406457719,0
20932,497,35,0.281976207,9.838911626,4.63331092,6.865061372,2
20933,623,12,0.129507174,7.595365201,3.352928917,5.97252556,2
20934,500,42,0.173686643,9.779169766,4.856663144,6.242978583999999,2
20935,895,4,0.050430627,3.996643353,2.151813469,5.460911159,1
20936,496,34,0.118698463,9.858905582,4.59789902,5.904747392999999,2
20941,496,29,1.0,9.858905582,4.404125556,10.0,2
20954,500,2,0.015519401,9.779169766,1.50968558,5.222659901,2
20956,496,85,1.0,9.858905582,5.727976397999999,10.0,0
20960,494,10,0.071657211,9.899014466,3.142935365,5.601930863,2
20961,494,218,-0.026771215,9.899014466,6.902961754,4.927881418999999,0
20963,496,214,-0.020838073999999998,9.858905582,6.879789867,4.968730977,0
20964,677,2,-0.000938939,6.769795696,1.50968558,5.107490738,1
20966,494,99,0.019115647,9.899014466,5.917566699,5.247577828,0
20967,496,94,0.380948024,9.858905582,5.853089011000001,7.389266657,0
20969,496,294,0.021097395,9.858905582,7.277438323999999,5.26127155,0
20970,496,255,0.420126661,9.858905582,7.099192774,7.586464209,0
20971,494,528,-0.028793701,9.899014466,8.011565717,4.914010574,0
20972,494,606,-0.049023725,9.899014466,8.184459355,4.77674826,0
20973,495,351,-0.008983304000000001,9.878939808,7.4995016329999995,5.051066799,0
20974,495,399,-0.018855306000000002,9.878939808,7.660193206000001,4.98243524,0
20975,495,391,-0.013930284,9.878939808,7.634797609,5.016591163999999,0
20977,503,198,-0.05050262,9.719784577,6.78257899,4.766817906,0
20978,496,274,-0.030847898999999998,9.858905582,7.189188811,4.899950119,0
20979,498,346,-0.026784416000000002,9.818957778,7.481517931,4.927790798,0
20980,502,30,-0.029353211,9.739540273,4.445343652,4.910178088,2
20981,494,255,-0.034247659,9.899014466,7.099192774,4.87674108,0
20982,497,246,-0.032433633999999996,9.838911626,7.054204459,4.889115323,0
20983,497,266,-0.008334270999999999,9.838911626,7.152077944,5.055602466,0
20984,497,170,0.003771252,9.838911626,6.591959955,5.140639086,0
20985,496,143,-0.035416853,9.858905582,6.375937427,4.868777007,0
20986,496,92,-0.024012351,9.858905582,5.826342485,4.946846699,0
20992,498,254,0.004334095,9.818957778,7.094272848999999,5.144590471,0
20996,502,224,-0.001381528,9.739540273,6.936937857999999,5.104374605,0
20997,513,31,0.229796652,9.524356096,4.4852530139999995,6.572153488,2
20998,494,93,-0.064566937,9.899014466,5.839786884,4.673072725,0
21000,500,53,0.359819441,9.779169766,5.142996499,7.280585222999999,2
21001,500,53,0.342848349,9.779169766,5.142996499,7.192059107,2
21002,494,86,0.247386734,9.899014466,5.742508806,6.672260745,0
21003,548,49,0.363247702,8.869096398,5.046253445,7.298333834,2
21009,500,1,0.0,9.779169766,1.0,5.114106077,2
21011,496,2,0.001132634,9.858905582,1.50968558,5.122085331,2
21012,494,201,-0.030518208999999998,9.899014466,6.801387909,4.90220487,0
21014,494,98,-0.010643033,9.899014466,5.904933032000001,5.039481299999999,0
21015,494,117,-0.008756968,9.899014466,6.125624854,5.05264818,0
21018,500,3,-0.047138255,9.779169766,1.871313253,4.789428968999999,2
21025,494,63,0.033388499,9.899014466,5.356566267,5.34561308,0
21026,494,66,-0.020253332,9.899014466,5.414150655,4.972769759,0
21027,494,51,-0.003317686,9.899014466,5.095555424,5.090758895,0
21028,494,62,-0.007819683000000001,9.899014466,5.336769964,5.059200658,0
21030,494,36,-0.012284938,9.899014466,4.667752506999999,5.028038919,2
21031,494,21,0.048158590999999994,9.899014466,4.014248619,5.445648277999999,2
21032,494,32,-0.016150873,9.899014466,4.523934198,5.0011704869999996,2
21033,494,379,0.273255733,9.899014466,7.5957155179999996,6.816948639,0
21034,496,915,-0.028140945,9.858905582,8.701715411,4.918484393,0
21035,496,447,0.38204400200000005,9.858905582,7.802651817999999,7.394858701,0
21038,494,37,0.058869397999999996,9.899014466,4.701275542,5.517312795,2
21039,497,106,0.180699933,9.838911626,6.00261628,6.284973228999999,0
21040,502,8,0.012262839,9.739540273,2.8906844130000002,5.200019349,2
21041,496,310,0.11046372199999999,9.858905582,7.343832067,5.852668852000001,0
21042,496,142,0.228352732,9.858905582,6.367177535,6.563872476,0
21043,494,139,0.13765758,9.899014466,6.3405255270000005,6.023206721,0
21051,502,66,-0.040010662999999995,9.739540273,5.414150655,4.837572686000001,0
21054,496,34,1.0,9.858905582,4.59789902,10.0,2
21055,497,95,0.294475188,9.838911626,5.866251847000001,6.933453264,0
21056,496,81,0.23195679999999996,9.858905582,5.668106067999999,6.584523997000001,0
21058,504,126,-0.021231556000000002,9.70006804,6.218020338,4.96601452,0
21059,503,100,-0.002383627,9.719784577,5.930074656,5.097324229,0
21060,562,72,-0.020834071000000003,8.618619394,5.521962921,4.96875862,0
21061,507,100,-0.031642136,9.641151837999999,5.930074656,4.894521281,0
21062,500,79,0.002270043,9.779169766,5.637066483,5.130089145,0
21063,507,111,-0.032379827,9.641151837999999,6.060025311,4.889482692,0
21064,497,92,0.319885839,9.838911626,5.826342485,7.07048226,0
21065,497,95,0.12449272199999999,9.838911626,5.866251847000001,5.941162466000001,0
21066,494,58,-0.013151152,9.899014466,5.254311601,5.022009778999999,0
21067,495,105,-0.047211990999999995,9.878939808,5.990813007000001,4.788932631000001,0
21068,494,216,-0.020322561,9.899014466,6.8914292029999995,4.972291479,0
21069,494,102,-0.034310446,9.899014466,5.954723275,4.876313175,0
21070,496,114,-0.021378216000000002,9.858905582,6.0932529539999996,4.965002301,0
21071,494,186,-0.043054319,9.899014466,6.704395912000001,4.816973901,0
21078,496,378,-0.015656174,9.858905582,7.59240316,5.004602956,0
21080,494,1110,0.014585198,9.899014466,8.944323275,5.216172491,0
21082,505,40,-0.049955115,9.680390507,4.796792814,4.770492612,2
21084,492,223,0.01055444,9.939285734,6.931338565,5.188112927,0
21086,494,502,-0.019404464,9.899014466,7.948213121,4.978636968,0
21087,605,17,-0.028511391,7.886517392000001,3.761997666,4.915945106000001,2
21088,532,117,-0.008413459,9.163298685,6.125624854,5.055048917,0
21089,539,33,-0.014021364,9.033513195,4.561460547,5.015958005,2
21090,499,249,-0.007859629,9.799043877999999,7.0693801679999995,5.058921278,0
21094,494,599,-0.00688985,9.899014466,8.169878785,5.065707066,0
21095,578,18,-0.021366686,8.339876400000001,3.8299622889999996,4.965081871000001,2
21096,493,116,0.014006598,9.91912972,6.114926583,5.2121515039999995,0
21098,494,194,0.028834952,9.899014466,6.757054472,5.314484214,0
21100,496,29,0.40461873600000003,9.858905582,4.404125556,7.509066645,2
21106,497,56,0.336012129,9.838911626,5.210961122,7.156082896,2
21107,495,101,0.21169664300000002,9.878939808,5.94245938,6.4676382089999995,0
21108,496,245,-0.005118129,9.858905582,7.049104901000001,5.078121136,0
21109,494,123,0.114493073,9.899014466,6.187970159,5.878199542000001,0
21110,494,162,0.40145596,9.899014466,6.531730982999999,7.493176859,0
21111,494,101,-0.057221405999999995,9.899014466,5.94245938,4.721878529,0
21112,494,87,0.19075261100000002,9.899014466,5.756875126000001,6.3447343179999995,0
21114,501,173,-0.02593138,9.759335284,6.613822058999999,4.933649303999999,0
21115,494,162,0.431481888,9.899014466,6.531730982999999,7.64260219,0
21116,496,264,0.24463900600000002,9.858905582,7.142626476,6.65671649,0
21117,644,15,0.039293366,7.266120355,3.61393976,5.38577618,2
21120,508,1,0.570561926,9.621590396,1.0,8.29619512,2
21121,495,437,-0.021346211,9.878939808,7.774275007999999,4.965223184,0
21122,495,408,-0.026983802999999997,9.878939808,7.688163096,4.926422137,0
21123,495,153,4.04e-05,9.878939808,6.46033417,5.114390765,0
21124,495,283,-0.03031392,9.878939808,7.229669424,4.90360237,0
21125,495,101,-0.00892395,9.878939808,5.94245938,5.051481466,0
21126,495,128,-0.017319677,9.878939808,6.237661977,4.9930673610000005,0
21128,507,34,-0.106562589,9.641151837999999,4.59789902,4.400349993,2
21129,547,30,-0.08324862599999999,8.887231298,4.445343652,4.550447823,2
21131,507,31,-0.11238751400000001,9.641151837999999,4.4852530139999995,4.363342275,2
21132,508,25,0.163941856,9.621590396,4.22424217,6.184209635,2
21135,492,195,-0.03017982,9.939285734,6.763484355,4.904519868,0
21136,493,396,-0.02987817,9.91912972,7.650729879,4.906584167,0
21137,494,385,0.330805313,9.899014466,7.615408443,7.128557848,0
21143,497,34,0.020834727,9.838911626,4.59789902,5.259458062,2
21144,496,3,1.0,9.858905582,1.871313253,10.0,2
21145,504,11,-0.050605655,9.70006804,3.252312087,4.766126582,2
21147,494,60,1.0,9.899014466,5.296216792,10.0,2
21154,494,464,-0.058616257000000005,9.899014466,7.8494692079999995,4.712584709,0
21155,494,565,0.124426467,9.899014466,8.096548672,5.940747135,0
21156,491,393,-0.022389195,9.959482674,7.641194769,4.958028661,0
21157,508,45,0.30823743,9.621590396,4.941439485,7.0079977620000005,2
21158,579,152,-0.030605085,8.322711616,6.452144959,4.901610656,0
21159,499,118,0.016494853,9.799043877999999,6.136232843999999,5.229427393,0
21160,503,1,0.427574151,9.719784577,1.0,7.623333531,2
